Estación,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
26190120,100,59,75,12,56,97,100,83,30,100,25,32,8,85,39,55,48,35,86,79,95,66,79,5,11,88,20,92,22,24,31,8,46,62,33,48,35,79,65,88,87,55,4,10,89,28,95,22,28,17,87,98
26190130,79,10,13,97,6,63,39,46,19,76,62,59,71,47,91,2,99,89,96,18,26,1,58,96,48,51,55,57,23,66,56,66,86,56,69,98,91,14,72,22,93,2,55,89,55,21,61,49,30,71,50,61
26195020,53,76,53,59,84,52,67,67,77,23,66,6,35,77,56,86,39,19,32,82,0,66,59,46,87,56,47,79,62,32,59,1,1,67,33,26,15,16,36,58,59,44,65,38,82,84,49,66,79,21,99,15
26195030,100,88,58,85,88,0,17,70,39,91,23,46,29,42,30,64,74,70,80,50,49,19,73,100,66,95,9,100,31,94,37,50,19,16,49,62,82,46,75,42,80,13,74,90,83,34,99,28,42,15,28,57
26200120,82,4,7,20,52,4,36,63,64,68,45,63,78,93,84,88,54,32,8,16,15,97,37,13,30,44,13,54,80,30,100,38,86,83,64,17,47,12,22,94,42,15,9,32,18,66,18,53,50,36,93,58
26200130,100,17,59,55,68,82,71,14,54,97,94,91,13,100,33,11,34,57,17,51,34,21,64,16,94,34,77,2,34,1,77,85,20,87,26,6,97,75,13,56,36,13,84,57,100,54,69,8,86,76,8,96
26200140,100,82,75,91,4,85,98,4,81,31,25,15,48,24,64,55,70,38,54,75,98,57,52,95,83,15,92,85,24,38,40,34,9,79,37,31,74,18,95,80,90,77,73,20,14,90,59,72,20,54,29,77
26200150,100,35,11,44,22,35,76,28,62,51,66,79,74,74,71,91,20,90,75,99,96,29,18,61,0,51,40,47,60,54,70,55,78,0,72,98,13,81,33,74,27,94,36,85,88,67,33,53,78,46,60,89
26205030,100,9,89,42,61,1,42,83,11,78,30,82,8,25,92,56,63,28,22,37,59,31,54,51,52,76,46,59,92,81,8,74,17,94,11,33,31,31,11,52,48,71,70,44,54,98,74,94,69,31,34,23
26205040,100,76,18,45,15,5,90,46,85,29,4,22,72,33,45,41,12,92,73,60,67,52,22,72,92,93,85,25,30,95,24,53,65,49,34,65,52,81,74,65,58,10,0,6,5,99,38,14,69,54,36,77
26205060,100,19,81,23,36,43,32,35,76,69,62,76,41,81,96,50,91,57,36,100,4,15,90,38,58,22,60,29,56,73,46,15,42,85,98,69,18,92,28,96,8,45,5,28,49,21,87,53,97,74,2,30
26205070,100,69,43,87,52,73,87,87,4,70,13,99,94,16,90,13,26,19,49,6,56,24,37,94,32,76,49,79,93,62,1,82,87,36,32,17,35,11,65,31,58,26,41,81,22,99,92,7,21,40,14,20
26205080,100,48,98,91,81,6,2,13,7,98,49,16,30,34,15,67,60,74,27,70,83,88,86,83,69,12,14,17,100,40,55,16,50,25,70,68,62,75,45,96,6,80,93,11,21,52,27,98,23,67,77,57
26210070,82,84,53,26,20,23,54,40,41,48,28,71,82,91,51,74,96,98,91,5,73,23,27,30,51,16,73,30,63,76,32,70,86,79,3,63,10,3,97,62,66,65,31,61,75,41,91,59,75,15,59,99
26210080,92,74,27,65,69,61,1,47,72,14,55,34,77,0,13,95,61,89,41,34,27,54,47,44,67,66,8,46,75,94,71,23,87,7,97,29,50,46,46,64,51,87,96,83,79,91,45,99,32,7,51,48
26210090,83,78,77,9,48,18,68,88,35,63,32,21,27,49,45,44,45,30,7,48,77,70,69,12,1,7,85,98,24,33,10,42,54,57,50,50,47,81,19,87,2,80,59,12,45,58,12,61,52,59,86,52
26210110,100,31,96,86,26,39,32,35,41,53,82,48,68,41,11,10,66,8,73,12,15,20,35,14,37,71,23,94,43,45,88,54,92,58,0,13,19,40,26,26,49,48,57,44,66,50,60,2,69,100,75,15
26210130,100,66,46,49,90,16,86,71,72,92,60,29,90,12,45,79,28,25,96,75,4,84,27,39,9,22,92,81,68,8,77,3,10,84,86,30,44,74,24,3,83,99,64,80,6,12,89,18,83,23,56,32
26210140,100,67,62,76,83,97,10,5,94,9,13,39,32,61,9,42,65,59,79,43,86,73,92,2,72,85,41,17,22,98,39,59,25,88,38,95,6,2,87,97,19,26,100,13,14,36,70,43,74,39,83,69
26215010,45,1,87,56,19,23,26,43,42,65,49,55,97,83,81,67,90,100,5,6,21,76,54,31,35,77,15,63,48,79,5,71,10,24,78,57,87,39,52,18,97,3,83,61,50,91,59,67,90,76,45,87
26215020,100,37,77,33,46,87,77,78,73,87,3,71,36,67,19,29,39,35,22,57,10,53,66,39,60,69,82,99,64,41,91,24,62,15,55,31,64,64,72,84,54,67,23,71,13,95,94,37,10,44,98,54
26220050,83,85,95,54,24,61,7,97,3,53,94,20,52,17,67,75,34,57,43,100,77,93,86,76,100,32,98,100,79,62,69,45,64,82,95,88,78,58,36,34,2,31,98,49,25,44,61,30,77,84,46,16
26220060,100,25,7,11,16,56,57,48,51,31,57,98,38,81,60,10,0,97,8,93,28,31,10,37,32,53,83,72,15,58,99,11,95,32,96,39,11,35,57,16,52,48,37,81,44,10,66,78,18,45,14,91
26220090,85,32,56,62,64,96,32,1,87,71,20,87,4,19,14,37,95,44,28,13,91,20,60,53,92,6,76,17,94,100,46,29,16,48,24,62,55,71,42,55,5,99,89,82,8,96,28,4,98,7,51,53
26220100,100,72,83,78,4,85,95,37,81,22,27,2,55,35,77,17,58,94,64,77,73,60,1,30,33,10,9,80,29,63,49,67,79,75,89,67,9,22,93,92,12,8,42,31,44,11,64,69,49,90,55,72
26220110,100,99,99,12,33,35,41,15,73,58,82,41,57,98,88,81,93,66,15,21,24,47,13,93,43,62,100,43,83,97,93,17,86,26,29,94,73,76,42,35,49,72,30,82,53,66,6,63,76,5,91,21
26225010,67,50,53,79,49,62,4,66,8,74,76,5,97,48,83,35,14,28,51,60,70,64,76,4,61,0,4,95,37,90,33,6,40,76,46,58,47,40,90,87,74,70,69,39,89,29,8,99,38,28,20,23
26225030,100,38,95,69,70,40,67,7,9,15,42,52,35,42,18,84,51,50,96,95,11,13,27,98,27,40,44,20,39,80,55,85,75,54,94,9,78,6,74,52,2,19,32,88,67,54,33,74,42,69,87,62
26225040,45,2,43,20,23,42,33,75,48,56,45,73,15,54,83,76,25,35,45,7,31,53,85,47,76,71,58,85,88,4,71,26,10,10,33,19,27,28,51,47,20,68,38,50,6,45,100,66,8,9,61,8
26225050,100,94,9,87,63,41,10,50,17,91,87,36,70,2,68,12,91,20,69,66,52,22,46,98,92,81,7,1,14,24,0,51,18,32,64,28,80,71,87,41,84,3,3,90,84,0,11,44,34,91,30,44
26225060,100,45,87,0,80,95,100,3,41,80,49,2,58,6,73,90,56,85,6,2,14,99,84,52,27,38,42,25,69,45,65,41,82,95,4,64,87,7,27,22,7,4,24,44,47,64,27,71,21,53,67,38
26230010,84,7,13,2,17,30,63,67,20,88,74,94,93,89,9,25,5,48,86,65,70,22,93,29,83,73,78,17,58,86,27,68,47,11,2,45,11,89,5,58,51,40,74,61,57,57,72,83,56,69,1,72
26230110,83,58,48,81,69,65,78,81,74,47,87,43,28,52,61,4,83,27,69,89,36,86,82,93,22,62,31,97,93,63,80,49,24,42,66,62,75,58,41,20,76,75,96,82,6,82,1,76,92,31,24,0
26230130,100,15,68,85,88,0,27,19,48,48,41,64,87,50,81,70,22,90,4,83,100,27,29,23,97,39,53,62,50,55,69,85,65,79,70,9,38,79,19,86,42,32,14,100,96,31,65,27,67,49,36,79
26230140,84,17,18,32,38,26,55,68,10,54,81,84,26,13,22,20,89,40,30,35,20,43,79,63,63,6,46,2,2,77,20,73,43,2,23,59,96,45,59,26,69,13,63,31,30,100,12,83,69,63,2,72
26230160,83,39,83,22,0,11,94,34,2,18,29,25,48,21,43,84,24,90,46,76,67,83,99,64,14,81,10,23,19,4,23,26,56,49,62,40,44,97,89,68,34,77,64,81,93,66,79,22,23,1,6,46
26230180,100,1,99,10,52,95,32,38,2,82,18,88,51,57,6,78,91,85,75,14,18,17,14,100,70,30,37,39,60,70,74,80,57,0,97,95,80,80,90,3,97,12,83,33,37,14,58,9,61,37,69,96
26230190,100,43,46,66,15,85,69,88,65,70,10,86,96,8,79,28,54,21,37,4,68,45,50,90,21,85,89,94,7,90,0,17,84,49,80,7,20,14,44,99,51,18,47,60,28,50,60,72,90,53,95,78
26230200,100,62,95,1,78,6,86,3,19,12,65,89,59,44,41,77,34,58,39,68,8,52,1,98,71,38,77,21,10,16,64,92,48,50,11,59,55,28,51,37,13,68,84,77,49,5,7,92,94,7,34,40
26230220,100,96,37,81,23,25,45,39,35,48,41,42,80,77,76,73,83,12,5,34,75,15,28,21,24,14,55,56,61,65,45,85,92,32,75,48,4,91,72,14,67,18,22,4,45,24,47,55,30,84,24,52
26230240,100,26,56,15,86,75,40,71,84,12,80,96,96,16,15,38,98,18,55,46,53,36,46,69,75,78,97,48,18,3,79,11,66,10,96,5,26,86,35,8,5,85,14,67,47,46,90,28,85,62,75,15
26235020,41,4,53,21,74,16,3,6,33,5,19,62,100,51,37,59,56,53,5,36,89,68,86,99,95,7,84,25,39,87,13,16,94,46,25,68,18,52,75,43,86,49,66,93,99,8,79,78,48,0,32,7
26235030,83,93,7,24,9,57,96,66,41,18,97,64,64,66,73,97,6,90,90,76,45,49,6,30,15,46,48,30,6,63,49,79,32,65,6,67,88,73,57,5,12,12,15,82,61,14,45,87,100,70,53,72
26240050,72,33,62,48,81,31,0,100,78,81,87,87,29,93,36,95,30,63,10,53,33,60,61,66,93,39,53,93,61,88,83,70,10,91,43,74,25,22,19,42,28,41,20,63,76,46,80,76,62,5,57,100
26240060,38,82,64,3,92,94,50,64,31,31,11,68,98,75,34,44,93,26,74,84,69,13,67,0,78,64,34,45,0,3,9,33,13,26,33,24,60,58,44,67,53,83,84,99,67,96,6,12,3,93,63,23
26240070,45,85,26,55,93,49,24,35,57,51,52,57,61,10,64,6,88,75,38,4,24,91,10,35,14,17,23,23,64,54,32,51,62,3,48,90,70,95,6,2,76,100,34,37,30,44,39,37,70,59,77,40
26240080,100,62,39,48,32,88,65,71,74,28,2,96,11,65,42,27,28,14,23,70,28,31,88,13,62,68,31,1,38,8,71,81,30,71,10,40,96,44,1,37,34,20,98,4,70,63,53,91,73,0,77,84
26240090,100,1,4,85,25,89,6,19,28,23,18,31,60,31,82,38,64,59,71,73,29,96,36,78,89,71,89,95,4,21,89,28,8,9,75,41,58,24,51,78,74,87,57,68,8,14,92,8,94,37,13,33
26240100,38,40,83,9,41,100,69,21,64,44,48,98,67,83,83,63,99,99,85,80,79,21,1,7,8,97,39,42,48,8,79,65,62,59,64,82,97,91,2,73,21,28,91,31,98,51,41,46,84,30,70,85
26240120,100,3,32,73,78,56,46,3,90,86,97,90,2,45,11,90,83,35,16,6,33,0,53,56,73,60,55,69,72,72,15,58,86,15,5,32,89,55,95,35,57,4,54,48,61,66,48,88,66,78,57,70
26240150,100,85,11,80,94,9,96,66,79,49,46,16,65,9,44,41,37,86,19,56,77,36,6,59,76,76,76,33,76,17,19,100,35,59,16,49,38,91,58,56,66,56,99,1,89,69,11,24,51,40,46,60
26240160,100,34,0,42,29,11,50,14,48,83,57,67,50,54,94,58,100,40,69,9,72,14,94,9,26,30,33,26,39,82,29,49,52,80,94,74,89,60,12,22,6,92,14,37,29,31,60,52,78,92,71,14
26240170,100,48,78,28,47,88,0,81,87,76,98,81,3,77,58,37,20,4,17,13,40,44,33,77,16,93,83,47,17,56,85,97,94,19,80,12,55,96,75,17,27,50,36,67,30,4,76,91,17,11,99,30
26245020,78,64,13,95,13,26,97,7,21,97,18,11,38,27,21,74,5,71,37,53,67,31,10,51,94,20,61,0,6,88,51,90,59,8,14,91,31,74,53,43,90,87,86,8,94,62,11,16,49,6,76,65
26245030,100,3,45,12,25,31,7,49,14,32,34,54,51,75,61,58,70,92,14,75,85,95,11,14,34,87,27,40,73,51,27,95,54,64,77,54,94,22,89,9,74,75,54,29,100,10,76,79,85,99,78,92
26245040,100,72,34,48,88,45,35,65,55,98,79,78,83,96,38,92,7,99,25,15,47,60,31,68,58,65,76,71,72,88,81,30,57,27,12,13,48,92,45,11,76,9,43,92,89,59,29,68,15,5,2,73
26250010,100,95,71,15,47,88,16,83,33,72,29,15,9,58,5,28,51,49,76,49,71,69,52,8,48,92,94,20,7,3,31,9,28,51,48,34,51,54,3,96,25,63,5,34,13,33,6,49,36,55,57,36
26250020,61,73,20,94,10,36,4,19,22,12,92,47,59,76,30,9,76,90,69,85,25,4,1,24,100,39,58,9,42,55,98,51,65,67,85,84,27,1,95,60,37,44,30,53,63,69,70,87,39,9,9,84
26250030,35,13,56,32,50,40,81,70,57,90,43,12,99,81,93,89,38,32,20,33,3,39,72,23,93,32,89,73,78,17,74,2,12,83,19,27,50,68,34,100,30,83,74,77,4,71,20,75,16,29,2,14
26250060,82,91,57,88,71,3,94,90,16,29,97,49,7,28,43,37,77,6,83,27,69,96,65,86,82,97,10,79,16,9,87,65,1,72,61,67,91,85,99,66,81,21,38,98,21,6,54,40,47,23,67,79
26250090,100,7,70,27,91,33,9,14,67,4,48,37,44,66,87,87,60,73,22,90,3,100,87,27,16,49,100,69,66,49,52,80,95,5,2,15,86,19,61,1,44,24,51,55,60,100,41,92,95,75,0,97
26250100,100,32,25,28,71,55,74,51,57,68,97,90,83,77,11,14,7,23,91,54,30,63,50,32,79,63,66,94,48,88,25,18,59,96,65,25,34,84,18,68,49,78,92,58,7,92,78,45,58,14,16,23
26250110,100,55,88,64,33,58,0,13,73,51,1,18,31,27,61,21,43,67,40,90,47,61,84,84,24,64,7,97,26,46,41,42,48,49,86,87,86,82,67,18,99,14,81,21,48,27,31,21,39,66,71,49
26255020,71,8,62,32,86,12,52,95,35,54,28,82,48,77,44,42,21,65,95,86,0,14,33,10,14,0,79,55,47,77,3,97,90,5,80,36,21,19,2,11,61,26,59,56,29,79,85,62,16,55,24,85
26255030,100,16,29,72,35,68,41,85,85,66,80,55,11,24,99,8,4,14,48,23,37,17,55,88,37,14,80,0,13,16,17,12,25,68,20,57,43,40,49,60,90,46,99,52,93,5,0,1,91,32,19,1
26255040,0,79,93,33,3,89,94,19,89,28,21,12,78,82,61,44,13,93,22,1,53,69,8,77,17,33,94,64,2,43,48,24,3,58,71,73,57,5,15,100,97,82,23,30,13,36,9,53,55,59,39,96
27010160,0,93,84,96,39,5,23,12,45,42,65,77,26,60,82,92,76,73,85,5,93,57,98,40,82,55,62,37,94,81,84,88,70,97,39,2,19,14,37,51,17,46,13,66,67,86,76,72,85,100,3,16
27010680,100,42,50,26,59,61,60,90,66,73,100,12,80,96,75,32,15,38,39,93,95,69,75,1,71,85,98,87,57,73,41,41,96,74,3,55,54,50,100,33,67,90,53,23,77,84,7,93,63,88,30,32
27010770,67,51,71,4,80,10,76,16,3,13,35,100,34,47,57,53,37,59,66,78,21,59,24,91,33,39,2,59,8,42,64,17,58,64,67,4,71,12,72,85,48,89,31,97,25,38,43,47,40,53,93,61
27010780,66,87,26,93,94,26,17,65,10,37,70,20,98,77,67,60,98,31,28,29,22,13,39,72,22,55,52,95,71,78,66,8,9,2,95,75,52,37,35,34,28,51,57,46,91,42,92,10,64,33,71,72
27010790,65,25,30,27,75,51,84,33,88,100,71,83,100,27,14,33,32,30,53,86,35,92,55,7,86,4,32,70,12,12,12,33,28,41,44,37,88,18,84,65,52,1,45,24,68,10,21,78,17,81,65,21
27010800,67,65,97,96,64,3,19,89,35,4,18,47,13,91,20,100,53,67,15,75,100,94,6,20,2,15,25,9,79,31,49,51,55,80,73,89,63,83,4,28,92,12,11,28,30,37,12,25,26,28,22,96
27010810,67,81,22,1,11,55,82,51,24,35,57,90,2,80,83,34,3,16,10,84,54,29,70,13,42,82,62,63,67,84,97,93,90,96,9,51,95,21,15,41,45,47,62,29,82,72,33,46,42,32,62,62
27010820,73,45,32,64,38,49,75,91,84,56,98,38,27,18,47,88,67,43,60,50,46,96,61,77,17,61,0,29,2,46,86,42,30,26,75,94,59,70,66,90,62,85,80,66,80,22,66,66,66,97,63,3
27010830,66,8,51,80,19,83,25,92,31,28,51,74,34,70,83,54,92,78,86,82,94,37,64,40,6,23,49,18,33,24,57,94,63,74,79,43,22,87,2,83,99,38,4,4,84,73,13,16,81,13,26,68
27010840,80,87,2,42,99,9,64,41,81,44,72,82,58,24,90,4,98,26,14,44,30,13,26,52,62,38,57,98,85,87,6,56,26,9,94,6,87,66,27,37,49,78,24,44,94,64,2,66,43,34,3,20
27010850,78,23,56,45,47,9,86,97,85,28,38,8,7,31,25,67,47,22,45,65,85,65,7,74,98,88,20,7,2,27,27,25,47,27,45,60,53,80,20,57,98,40,67,18,72,38,67,85,51,91,70,61
27010860,79,0,91,96,36,2,42,45,11,91,1,43,86,26,4,46,98,69,85,31,79,0,23,84,23,18,31,38,28,78,21,64,67,60,81,3,90,58,56,78,76,75,71,59,1,4,23,74,13,27,4,38
27010870,85,53,5,49,25,58,81,19,90,39,57,6,1,92,89,86,38,4,47,16,100,70,45,39,39,54,72,77,68,72,85,27,21,82,11,25,86,79,94,63,14,4,37,95,17,68,18,51,62,18,58,74
27010880,82,41,57,71,2,93,70,10,25,97,25,99,42,43,23,63,3,83,72,52,62,59,86,4,81,48,76,2,45,86,62,14,32,44,96,32,96,17,41,13,49,36,32,55,52,96,35,78,67,85,98,94
27010890,79,3,20,87,43,6,36,64,3,60,46,67,64,36,86,56,66,31,39,18,98,9,40,79,49,97,25,65,8,48,65,41,56,37,49,40,16,96,36,63,56,72,86,4,88,89,90,29,22,97,29,42
27010900,80,24,25,41,67,37,50,80,44,97,90,77,66,99,36,7,20,0,16,29,62,33,29,42,85,46,79,69,87,2,90,54,29,100,99,67,80,76,86,18,6,97,94,29,60,9,80,31,49,59,65,65
27010960,100,88,61,81,57,0,12,3,96,98,40,30,38,23,21,43,70,37,52,46,11,75,78,20,63,19,3,9,23,63,2,90,83,49,68,14,30,0,66,97,73,13,42,83,25,72,82,57,97,65,90,100
27011100,100,77,25,28,8,48,30,19,61,27,81,23,74,87,57,7,64,88,81,10,0,95,16,13,12,56,19,95,98,1,27,91,48,0,34,56,77,50,47,59,83,78,91,61,74,27,3,13,89,59,30,35
27011110,100,11,81,95,65,41,35,84,50,90,68,75,21,92,91,14,77,54,20,49,16,32,70,48,55,57,2,28,61,37,47,58,87,54,70,63,86,1,95,9,64,40,17,27,40,20,43,49,52,94,34,74
27011120,100,68,48,58,87,5,83,88,25,29,96,37,81,58,57,54,40,19,85,62,68,7,62,84,75,50,98,48,91,78,59,24,62,4,17,27,21,8,30,30,30,80,10,48,57,70,85,51,7,57,90,9
27011230,100,19,96,36,89,32,18,41,75,21,61,62,59,93,52,76,72,71,47,51,30,10,59,99,52,97,86,99,39,82,8,40,89,68,48,41,34,32,11,66,81,72,61,88,20,71,0,0,43,22,14,44
27011270,100,9,22,41,51,57,53,66,59,60,11,80,8,82,15,11,20,33,91,32,46,96,100,2,15,46,21,52,1,58,71,30,70,45,1,89,85,96,79,1,34,84,10,3,41,52,25,82,21,65,78,68
27015090,75,33,3,93,71,73,16,15,12,96,28,29,29,52,13,36,73,79,53,25,5,59,35,66,66,20,90,76,83,9,79,93,7,86,39,69,48,44,100,79,8,65,43,58,73,41,68,72,58,27,80,82
27015110,34,23,6,19,33,8,50,20,33,74,17,83,39,92,76,86,8,26,48,41,58,71,67,100,74,86,29,69,23,99,5,28,23,63,13,46,82,56,66,62,49,5,79,20,61,76,45,93,26,15,35,48
27015120,96,41,27,71,9,64,44,50,100,96,67,99,76,29,21,6,62,47,3,4,97,91,5,6,36,13,19,61,44,77,27,46,86,77,70,86,39,18,1,25,13,80,58,6,25,66,12,59,65,54,20,60
27015150,100,77,81,63,3,30,80,13,3,4,44,10,53,7,16,27,0,13,23,17,50,41,68,37,58,91,54,97,62,81,94,3,25,86,20,19,17,39,23,33,29,42,85,26,92,58,75,2,53,19,96,28
27015160,100,43,8,11,68,79,48,34,43,67,33,74,24,3,83,100,49,59,44,88,24,91,58,74,11,57,84,16,7,28,10,23,30,6,70,38,53,46,75,73,96,97,64,91,3,10,87,28,38,56,58,78
27015190,33,55,25,52,57,34,84,37,84,75,78,85,39,82,48,63,99,95,81,77,74,44,12,15,20,92,62,37,44,31,74,87,57,56,87,92,4,0,74,95,17,50,13,56,19,69,59,91,95,60,2,1
27015200,100,45,74,2,82,89,89,45,5,86,71,62,2,17,85,13,93,42,26,28,55,96,75,51,44,82,51,91,94,75,21,69,8,37,78,54,84,50,17,30,80,26,64,57,71,10,93,5,12,96,52,93
27015210,100,1,26,21,9,51,38,12,79,21,36,0,53,9,39,19,59,56,42,78,48,58,1,69,83,86,99,19,71,41,89,22,57,54,40,43,49,72,68,81,52,51,44,19,33,13,28,43,48,51,27,71
27015260,100,42,42,32,72,39,39,13,20,56,57,42,72,22,89,82,96,63,77,19,96,9,90,9,22,54,28,21,62,77,52,56,62,76,92,69,11,55,34,10,24,36,33,56,61,64,3,47,74,13,67,36
27015270,100,90,93,70,47,60,80,53,87,50,93,4,84,88,81,33,10,26,12,13,35,66,55,72,38,66,67,70,12,52,8,92,15,15,1,37,24,17,55,25,72,68,81,11,50,27,71,13,39,83,20,10
27015330,0,79,84,67,86,26,54,22,20,91,40,0,7,50,16,96,2,66,59,34,3,56,80,73,89,15,83,96,28,83,48,11,14,46,36,88,53,92,71,88,0,30,94,3,16,42,48,38,43,58,71,60
27020040,0,17,4,85,25,4,7,73,84,54,29,49,76,55,98,38,67,13,85,97,6,92,34,9,29,8,37,77,27,47,49,90,77,86,72,92,11,41,11,11,35,55,49,52,95,34,98,74,81,94,74,13
27020160,50,18,7,48,61,67,57,48,93,79,1,75,71,17,33,88,30,96,47,37,27,75,11,91,80,60,100,67,67,9,76,29,79,7,72,16,95,36,62,56,71,79,65,88,85,84,9,5,96,28,17,42
27020170,79,53,85,99,69,82,11,79,28,95,51,10,34,54,86,65,31,51,72,44,94,64,76,30,43,13,90,75,45,84,53,6,47,96,66,79,89,46,25,92,5,2,86,56,9,29,29,18,58,77,54,58
27020180,80,72,15,92,5,32,27,14,47,49,46,69,55,55,52,4,98,88,65,7,95,26,31,79,21,34,53,34,37,78,90,70,9,59,29,43,9,23,90,56,36,42,52,22,58,92,67,8,76,90,5,79
27020190,82,7,78,43,30,62,50,92,72,86,65,8,20,4,88,11,22,12,44,28,25,61,68,45,88,54,85,70,22,51,78,47,32,27,64,23,50,46,56,21,25,4,84,57,26,66,9,97,12,52,99,38
27020200,83,13,26,83,96,99,15,85,11,25,6,56,3,25,66,32,72,28,81,49,65,92,61,89,89,18,5,23,34,27,30,83,54,67,56,89,0,94,20,61,3,16,9,19,15,28,49,36,69,33,74,2
27020210,83,2,93,49,2,14,20,10,89,29,70,59,39,89,85,72,82,83,22,100,100,22,82,52,38,41,44,87,86,94,85,88,4,1,24,84,7,43,56,24,39,19,76,65,67,85,36,6,90,97,23,92
27020220,83,27,47,23,94,51,69,73,52,93,19,78,91,87,35,36,3,45,86,51,52,32,72,77,12,93,98,38,95,5,48,89,54,10,60,47,57,94,28,78,71,75,88,81,3,87,100,42,80,36,27,7
27020260,100,78,84,86,2,70,7,23,95,47,97,40,26,49,59,16,66,36,50,90,57,84,2,1,45,82,52,15,21,68,36,52,55,61,86,82,81,78,64,40,20,10,3,18,32,34,41,21,34,61,93,43
27020280,100,19,85,27,7,27,47,17,30,49,26,77,70,84,54,67,16,88,16,83,19,33,51,55,34,45,87,66,69,74,90,18,85,27,75,31,43,14,27,19,46,49,54,81,52,74,7,57,13,77,94,6
27025010,53,40,23,68,57,63,37,66,95,88,78,78,34,98,20,5,0,37,66,68,70,50,100,80,83,36,53,22,8,31,39,7,48,22,32,79,13,62,72,57,11,41,20,75,88,27,55,11,14,28,42,24
27025020,50,61,29,56,99,10,82,14,10,1,44,7,73,3,41,65,35,10,67,93,73,13,26,100,12,31,15,43,39,40,43,46,99,52,95,69,79,1,10,98,77,19,46,25,28,31,4,75,50,59,34,68
27025030,100,15,5,92,61,78,47,34,26,79,45,74,48,55,4,10,96,16,2,50,39,37,34,20,77,53,57,60,16,76,99,82,93,18,19,14,100,9,59,39,39,69,8,88,64,72,99,52,22,82,76,16
27030030,100,65,32,63,39,83,82,86,63,68,95,37,76,40,20,34,68,41,58,37,90,93,70,97,93,80,20,8,14,10,23,64,17,70,26,52,49,73,69,55,91,47,90,3,99,6,2,15,9,62,30,80
27030040,53,46,86,100,76,32,71,41,99,94,73,80,79,64,48,98,57,4,88,73,43,56,4,28,92,61,100,54,30,37,87,40,53,86,36,87,7,94,94,80,36,10,26,19,22,35,43,19,98,68,51,60
27030060,38,8,22,15,31,6,39,39,33,60,62,65,16,95,11,78,20,35,8,51,95,37,62,67,44,50,77,91,67,100,78,91,31,98,17,98,47,33,29,29,26,46,80,84,71,44,64,75,64,6,46,87
27030080,50,20,53,43,70,73,79,56,32,17,15,15,96,46,32,55,54,28,75,82,58,14,53,3,96,85,54,65,35,34,7,57,23,38,67,33,11,28,65,88,47,17,67,74,68,83,21,77,90,22,88,21
27030090,49,87,92,93,87,14,1,33,55,22,36,65,58,86,42,95,48,91,26,57,22,89,30,16,99,38,21,24,74,0,71,61,62,1,68,10,51,78,27,0,13,87,84,28,18,22,14,98,68,17,37,38
27030130,100,91,92,24,7,100,26,69,71,53,2,12,87,80,93,29,26,11,34,5,49,51,35,35,64,92,69,75,62,6,92,14,88,91,31,47,17,44,25,48,32,21,36,2,81,71,50,89,57,75,3,85
27030140,100,40,54,83,86,66,7,20,91,0,19,32,49,15,42,10,62,65,48,60,53,5,83,1,12,83,96,24,99,42,7,64,42,33,86,16,82,48,39,62,35,85,54,65,21,53,93,96,83,39,78,47
27030150,100,93,84,24,39,0,71,9,53,52,46,70,29,80,91,64,13,73,83,3,90,33,86,28,2,18,60,25,46,46,52,63,86,69,75,65,95,89,76,71,83,3,5,19,73,15,28,61,22,28,68,58
27030160,100,4,47,60,16,54,60,37,88,84,95,78,81,46,87,26,94,97,36,41,52,20,36,77,57,61,79,66,8,83,2,79,21,34,0,94,87,16,27,36,22,19,42,59,36,79,44,60,74,76,19,62
27030210,50,67,59,52,92,7,7,91,81,50,7,30,29,0,50,48,58,44,40,90,71,60,30,43,12,9,15,29,84,37,23,20,69,84,17,60,26,79,22,72,40,40,97,36,87,80,8,100,93,6,12,2
27030220,100,18,8,17,31,26,11,41,34,71,31,65,81,48,0,41,98,64,6,19,74,23,4,20,47,13,28,33,23,2,16,64,39,33,81,61,78,58,74,20,91,90,12,76,43,19,13,15,43,84,47,53
27030230,70,77,1,29,62,38,76,42,85,61,81,1,1,88,10,9,18,42,27,11,23,64,41,61,36,77,67,100,90,54,100,85,69,81,77,24,27,94,36,78,57,46,11,82,18,84,61,66,6,61,74,16
27030240,100,65,52,93,98,62,94,4,47,92,5,35,22,65,45,34,25,78,68,74,87,81,81,86,17,4,98,24,17,86,35,87,31,17,40,38,96,75,15,58,91,51,74,71,69,11,50,20,73,85,55,94
27035010,84,75,43,82,23,43,9,87,100,56,68,38,86,58,81,78,62,12,76,99,21,79,35,0,44,20,25,38,8,21,24,33,56,79,65,55,58,10,78,7,71,88,0,4,38,89,31,44,37,40,43,58
27035020,50,47,22,63,63,32,72,50,39,18,85,1,3,80,36,2,45,97,12,52,58,21,51,37,59,63,37,47,60,1,82,70,72,14,88,10,95,92,42,19,49,11,35,71,52,52,95,21,91,77,6,22
27035030,37,83,86,2,53,22,23,77,16,93,40,26,33,45,15,65,85,32,75,56,66,99,72,20,36,93,5,83,22,4,92,32,13,49,9,32,72,16,82,38,64,55,85,98,68,96,82,99,12,7,96,14
